image_id,id,caption
108769,165948,A man riding a motorcycle through the center of a tree.
27495,675249,A police horse excited to get out and start the day.
461286,489794,A woman holding her tennis racket in her hand. 
374533,463693,A train engine carrying carts down a mountain side by water.
376087,73154,A man at a table with a drink
82879,507358,A young girl holding a tennis racquet on a parking lot.
439213,178149,A vased arrangement of delicate white flowers sat by the electric lamp.
298817,25917,four wild turkeys and some bushes trees and weeds
385152,558055,A herd of cattle graze in a tree-lined meadow under stormy skies.
336021,385716,A large red truck parked in front of a building.
305374,642102,A baby giraffe is standing outdoors near a straw hut. 
208372,43670,"I stumble into town, just like a sacred cow. "
411814,381770,A stuffed bear toy kept at the end of the line of books.
70787,100496,A smiling teenager holding a homemade cake with frosting on a plate
91190,670576,A plane flying low over a sea with a boat
85981,213045,Two surfers wearing masks are in the water.
130740,89804,A skateboarder doing a trick down the rail of a staircase. 
504054,210655,An open pizza box is on a blanket outside.
69182,592941,Some people are skateboarding and having fun in the park. 
420442,247086,Nokia handset phone with green lit screen being held by man's hand. 
351004,767513,A man that is standing in the dirt with a racquet.
351914,310497,an old laptop and a dog rest on a bed 
373974,655884,Green vegetables are on display inside of plastic baskets.
71265,825690,A woman wearing glasses smiles and holds a slice of pizza up beside a black dining table.
9474,680022,A hawk perched on the ledge of a building 
50274,807418,Four boys in a brick and dirt yard with one preparing to throw a disc.
85028,396908,Three baseball players are on the field during a game.
244908,458032,Two boats are in the water surrounded by rough wake.
80448,174185,View from above where batter is hitting a baseball
365293,471618,The man and his dog are out on the water riding the waves.
410302,305699,A woman sitting outside of a fruit stand. 
486186,435271,A train is traveling along tracks across a bridge.
56313,433941,A baseball player holding a bat walks to home base.
359719,461004,Man jumping in to the air with hands reached out towards a flying disc.
23249,281153,The view of a mountain trail from a motorcycle. 
530599,482380,"A plate of food and drink, sitting on a table."
194200,448190,A batter is at home plate as another is in the practice box.
508612,813344,A pair of zebras walk in the dirt in their habitat at a zoo.
188229,79654,People are on a rocky beach next to a big hill.
307386,318744,A man talking on a cell phone while leaning over.
520843,305357,a line of skate boards sit in front of a wood plank 
137703,30490,A group of nurses and health care workers holding teddy bears in the office 
378566,289690,Two benches sit by the water at sunset.
450864,465319,Ladies sitting around a table set with black plates with two pizzas and bottles of soda.
180042,505873,A green and blue fire hydrant sitting on bricks on the side of the road. 
131133,268684,The red and white plane is flying near the mountain.
568249,762729,Group of forces eating grass in an open field next to a tree. 
342624,802266,A blender filled with a green smoothie mixture.
497622,653214,A fighter jet sitting on top of a runway.
492297,505489,A woman holding a dog wearing a hat and sunglasses.
418853,212828,A cat looking through a curved  glass door.
465524,504802,The biker is riding down the street wearing a helmet.
173925,653457,A male tennis player looking down at the court.
429225,94982,The dog is playing in front of the four tvs.
571842,562174,A shop displays different color parasols on a wall.
266350,613739,A mans legs in the air with a skateboard
107428,117492,Two people playing a video game together in a living room.
541531,513228,A person strapped onto a snowboard that is on a blanket.
189757,341796,Group of zebras and gazelles grazing on the grass.
318929,470754,"Three people are at a table and two, a man and woman, wear leather black jackets."
270916,86773,A man in a suit leaning on a door frame.
48181,176064,Black and white photo of the clock tower on Parliament.
356856,264426,a desk with a laptop and two monitors
428585,138376,The birds are flying around the water. 
278549,65251,Little kid with a finger in his mouth and the other holding a piece of bread.
431812,681340,A red stop sign sitting above a 3 way sign on the side of a road.
141554,155406,A group of neatly dressed school children in a courtyard.
364508,356469,A train going over a bridge with water below.
235683,547612,ver many bottles in a kitchen an cooks with aprons
146389,108747,A city street filled with heavy traffic flow.
528748,433784,Three giraffes are shown in a zoo confinement.
447834,796654,Woman pouring liquid into glass in residential kitchen.
229107,523583,A baby zebra standing by some logs 
99983,508066,A bull is standing in front of rock mountain. 
458958,634271,A man standing in front of an old train.
137190,656070,The bathtub has a shower nozzle on the wall above it.
196112,375995,"A cutting board with a sandwich, knife, bread and apple."
258520,285899,The waves don't look high enough for exciting surfing.
374563,741643,Several elephants walking on the ground in a fenced in area.
437102,580944,A set of three large wooden book shelves filled with books.
449699,698594,An adult giraffe eating leaves from a tree.
260715,716440,An assortment of fruit is pictured in this image.
117275,736975,A lone train is parked on the train tracks at the station.
18811,802539,a man in a suit and tie walking down a busy sidewalk 
8677,403721,Spectators watching a skateboarder in a skate park
304408,407038,A man and child are greeted by a giraffe in an enclosure.
141429,669151,"A group of people standing around in the snow, waiting to ski."
180085,666646,A blue couch with a bunch of pillows on it
84585,824328,This is a hipster with a fedora and a bicycle posing for the camera.
466396,101097,A wooden rocking chair with a bear motif sits unoccupied.
23096,780577,a double parking meter near a building 
429613,824749,A U.S. military helicopter landing or taking off.
544968,759497,a number of people sitting at a table with many candles
385704,37255,Two men dressed up with suit and tie standing in a parking lot. 
359408,253807,Two blonde haired girls sitting in front of a laptop.
257945,220010,A couple of vases sitting on top of a mantle.
474562,742630,A laptop computer and mouse is on a sofa.
93417,58211,A small dog wearing a banana split costume.
398040,460276,A large jet liner sitting on top of an airport runway.
475056,502355,A man that is standing in a bathroom in front of a toilet.
515376,310111,A traffic light with a street and cars in background.
232467,320988,A man cuts a cake at a party. 
54804,739235,Old buses parked in a dirt arena before a race.
149220,590569,A group of cows standing on top of a lush green field.
394600,468366,A women sitting at a desk talking on the phone . 
438329,163945,A man in a tie with pant on his clothes posing for a picture
78112,169319,polar bear holding a bone in it's mouth 
12428,7697,"Cutting board with various fruits, utensils and spices."
324165,499081,Outdoors with a plate that has donuts stacked up and a piece of a small tree branch cut and placed on top of the donut stack.
66929,605612,A black and white picture of a cat in a bathtub.
539055,154954,A bird-eye view of a person carrying an open umbrella.
547308,563597,a close up of a fire hydrant on a city street
34855,419603,Two vases filled with flowers on a  mantle
466480,759674,There is a fishing boat outside of the water on the ground.
174529,643799,a big elephant walks through a grass land 
3602,570222,Signs indicating the court house and a police department on this street. 
570196,377514,A scooter parked in front of a fenced field of cows.
82508,324099,A person standing on the beach with a surfboard.
75131,710782,A cat laying on top of a red cat bed.
410239,480502,A bunch of people and cars on a very busy city street.
75965,305459,There are two trains that are coming behind each other
514362,69494,A man flies a kite on a sunny day.
74232,526488,a girl is brushing her teeth outside with others
4624,249856,many animals in a field of green grass with a sky background
133650,114139,A group of people that are about to cut a cake.
129085,449898,"Blurred image of a living room, showing the television, couch and fireplace."
464956,705688,"Several boats are docked next to each other, on the shoreline of a river."
30820,672635,"a bathroom with a sink, mirror, and picture on the wall."
481049,485188,two large air planes on a run way
524763,158200,An airplane is flying in the cloudy sku.
62387,43465,Cars and pedestrians traveling on a crowded city street.
432526,347398,a group of people riding skis on a snowy surface
335807,441367,A bathroom that has a black carpet on the floor.
233545,213782,A person riding a motorcycle in the desert.
40971,194638,a close up of a bird on a beach near a body of water
18513,561478,A pole with many traffic lights on a street.
258642,122617,A red bus is parked on the side of the road.
210752,412855,A wood side board filled with different types of cakes.
466856,715430,an elephant walking across a dry grass field
264158,520916,"A plate of noodles, beans, broccoli and an egg roll."
226976,173911,A passenger plane flying in a cloudy sky.
540082,809350,Several people wait outside of a parked train.
548291,818030,A large Zebra is in the wild with many birds. 
254357,476173,A horse and a man with a cowboy hat are standing outside of a double decker trolley
33303,372850,A boy in white shirt and glasses eating food.
429591,682796,A brick building with a tall clock tower.
239706,626238,The bear is looking upwards with his eyes closed.  
211041,379668,An airborne pair of scissors glides either toward or away from an outstretched hand.
437965,165078,Two men standing next to each other in a room.
473448,248812,A tall giraffe in a zoo eating branches 
240485,358277,there are two woman one has a orange the other has broccoli
197827,59151,A woman plays tennis on a clay court.
336286,495272,The dog looks to be happy while sitting in the backpack.
461826,550191,A man in a suit speaking at a Ted Talks production 
402224,442538,Several cross country skiers are going uphill in the snow.
306677,258129,Adult multi colored cat lying in white porcelain sink. 
400361,419028,A big red city bus parked in front of a building.
269392,36414,An old fashioned wooden TV console sits outdoors.
184543,547356,A group of people standing and sitting outside of a white truck.
561789,686776,A red double decker bus driving down a street.
478511,75909,A street sign of a car on fire.
126686,592069,a person riding a motorcycle on a city street
369452,304967,An orange box that has several arrows shot into it.
48421,761459,Two lambs are cuddling together in the grass.
36282,98940,"an image of a woman with a blue umbrella near the water
"
527908,294320,A dog is lying down in a fenced area.
182020,557649,A cat rests on top of a laptop and a sweater. 
209383,36256,A person rides on top of a horse.
547475,430780,"Many chefs in tall, white hats are preparing meals in a kitchen."
331129,245665,A photo taken looking over the river at Big Ben.
46023,74430,A woman holds out a birthday cake with lighted candles while a smiling man wearing a blue shirt stand next to her.
220834,705766,There is no image on this page to describe.
559935,299574,A luggage cart with luggage piled on top of it.
541706,731722,A cardboard sign with a bouquet of broccoli.
467204,262017,A teddy bear laying on a pile of garbage.
527624,579773,Horse wearing red blanket walking on wet track with red coated trainer.
291206,121536,A red suitcase sitting on the ground near some chipping paint
339597,807640,Two children brushing their teeth in a bathroom
214133,487689,"A kitchen with stove, oven, cabinets, and utensils. "
363435,23155,A young boy and young girl playing video games
572615,193982,A boy throwing a frisbee in a desert field.
499500,32454,A framed wedding picture on a crowded wooden table.
272773,815902,Two bears playing in a water hole at a zoo.
535171,266194,Two little birds perched next to a  vase with flowers.
331496,741319,A man standing on top of a sandy beach with a dog.
252994,644374,A guy is skateboarding in a skate park.
136015,714200,a man sitting on a slab by some traffic lights
40423,51628,A man talking on a cell phone in a backyard.
334383,309783,A lone zebra standing in a grassy field.
310688,165188,A large street sign covered in graffiti and bush cheney stickers.
344724,753283,a couple of people are riding on the back of horses
496123,375897,A photo of a teddy bears and toys in a bin.
17192,598760,People are entering and leaving the King's Cross station.
200138,742662,a group of women gathered together side by side in front of a table with pastries on it
236125,489332,Five women doing miscellaneous tasks in the kitchen.
581354,695363,A couple of women riding on the backs of horses.
225682,189388,A group of people watching a man on a surfboard in water.
400361,421842,Red bus parked in front of a stone building.
295931,597442,A woman wearing a shirt with pictures of dogs while she holds a dog.
91536,738371,A bus is being painted in a lot of colors.
464585,519970,Two woman sitting together enjoying coffee and chocolate cake. 
66192,128252,a desk with a monitor a keyboard and a printer
379545,43474,A small empty kitchen with an empty space between the cabinets and the stove.
87685,478799,A very large clock tower towering over a city at night.
317764,24922,A family preparing a meal by doing various tasks.
65343,2718,"A table in a banquet hall set with flowers, napkins and silverware."
15354,619329,A girl reads on a park bench in a park
123799,429812,two beach lounges and an umbrella and table on an ocean beach
78253,626837,A bedroom that has a desk with a computer in it.
400190,674116,A man and a child playing a video game at home.
215889,769233,People at a training waiting to get inside the train
430148,546606,"A living room with red leather furniture, hardwood floor, and a stone arch."
33642,482920,A red double decker bus travels through the city.
260135,53363,Tulips in a glass jar sit on the desk.
238982,457485,there is a officer riding a horse and another on a motorcycle
472506,802844,Two zebras are grazing on the land in a black and white photo.
421367,371149,A man plays tennis while another sits and watches.
369792,517375,A white toilet in a small yellow bathroom
535753,523387,A traffic light suspended over a snow covered road.
181658,65242,A man surfing on a wave with a lot of wake.
354655,389862,A motorcycle police officer riding on a city street.
408506,596293,A big and colorful bus is traveling to somewhere. 
367725,181534,"a table filled with a laptop, a wooden doll and other art stuff "
169510,406101,The crowd of people are preparing the bananas to sell. 
501967,509949,A cozy cabin that is a bit messy. 
153397,776705,A person riding a surfboard in the water.
19435,574222,A train that is on a set of railroad tracks with telephone poles on each side of the tracks.
520063,724159,a bunch of people walking down the street next to store fronts
25017,274156,Sheep resting under a blue boat foundered at low tide.
364803,600727,Vegetables on a counter in a kitchen 
510349,632139,The furry cat is looking at it's own reflection in the mirror.
316649,90037,A small plane landing with a cloud of smoke behind it
557313,106324,A city bus with advertising on its side
71411,69697,A horse is galloping with its head down and carrying a rider.
311412,17348,An adult Pelican in flight against a cloudy sky.
161383,655553,Two people playing with a fisby in the grass. 
409674,188508,"A piece of breaded chicken, fries, carrots, mushrooms and greens on  a dinner plate"
402448,294496,A cat on a table near a cake.
243072,744230,A person in mid air with the snow board.
39669,777082,Dog resting on couch in living area of residence.
189774,212445,Sunlight streams into the living room through two windows.
413784,469446,A great shot of a couple of different large buildings. 
378867,47271,A teddy bear lying on wood and a vacuum hose.
426500,571540,A city street with traffic and people walking 
138092,783859,a clpse up of a person with a plate of food 
327843,318569,These two men are smiling at each other while a woman is standing behind them.
581921,496930,THERE IS A MAN THAT IS JUMPING HIGH ON A SNOW BOARD
259543,32778,A Victorian woman with a parasol in front of some trees. 
471846,158574,a bathroom with a toilet built into the floor
522438,461149,A few zebra standing on top of a lush green field.
192692,350,Small and large lemons and and orange in a white bowl.
438029,829591,A girl walks her bicycle in front of a bus on a busy city street.
386299,494243,A nature setting with two goats standing about.
198240,119493,The little boy is eating his first birthday piece of cake.
293308,820686,A man on his motorcycle in front of w car going down the road
576518,271401,some baseball players are playing baseball and some fans
476125,589591,A man and woman sitting at a table eating cake.
184930,320580,a man in a brown shirt is holding two large stuffed teddy bears
529352,473247,A presentation being made in a lecture hall.
229312,508357,A group of people standing on top of a lush green field.
58307,814708,A banana that has been pealed a little at the top
22799,6732,A tennis player on the court stepping backwards in preparation to swing
338383,640922,a line of fighter jets fly through the  blue sky 
438537,642428,A couple of dear standing next to a river.
544752,760366,a horse on a hill with a sky background 
456724,201382,"A white bowl filled with pasta, meat and veggies."
476738,299379,A man sitting in a chair using a laptop.
304580,16961,An owl sitting a top a table during the daytime. 
284545,364790,"Heads of garlic, eggplant and broccoli raabe on a kitchen counter."
286932,16764,A dog jumping to catch a frisbee in a park.
89462,757064,some people playing with some kites on top of a hill
137884,364951,A female tennis player swinging her tennis racket.
255233,402866,A picture of the city at night with the skyline and buildings lit up.
248461,237496,A cat looking over at the two phones on its back .
489501,92587,A small baby is laying next to a stuffed teddy bear.
67236,256418,a blurry person flying a square fish kite
472103,148524,A bus and an army vehicle drive down the road.
412830,813288,Two pizzas on trays on top of the table.
197221,350448,children wearing baseball uniforms sitting on a bench
38682,9993,A man riding a bike down the street at night.
487471,232596,a herd of sheep are walking on a grassy hill.
157049,489421,A baseball player holding a bat next to home plate.
231134,513813,A person in a grey ski suit skiing down a hill.
289158,525189,A large umbrella turned upside down on the street 
401777,64996,"a bathroom with a long sink, two faucets and two mirrors."
108439,453289,A piece of food is being picked up from the container.
480755,710067,A white cup sitting next to an orange on top of a counter.
26427,526028,A guy on a skate board at the top of a ledge.
138434,425257,"A car sits in traffic near a traffic light, underneath a cloudy sky."
18862,285233,A open piece of luggage with a table on top of it.
515040,4078,A seagull perches on top of a van.
410887,404125,A business man on a cell phone standing in an area with empty tables and chairs.
276164,248872,A teddy bear with a cap and gloves and a standing row of black and white caps.
124367,351270,A TV sitting in a living room filled with clutter.
457305,455629,A horse that is standing in the hay.
404201,739982, A man riding a wave on top of a surfboard.
153960,161890,A dog laying on it's stomach with its eyes open and head up.
55301,419545,a close up of a person wearing a coat
140416,740073,A man riding a skateboard down a street.
352178,808795,A man holds a baby with a small surf board.
439865,60628,a dog lying on the ground next to a red bicycle with a laundry basket attached.
259028,77166,A cross country skier standing in the snow near the woods.
530369,721871,"A black plate topped with a sandwich, carrots and a peeled blood orange."
297157,512181,Two people sharing a dinner and talking. 
488541,30506,A little boy watching two elephants in an enclosure. 
94885,225549,A complete meal including desert on a tray.
391361,586680,two children at a table and one is drinking from a green cup
51963,594199,A Asian women brushing her teeth with a green&white toothbrush.
122955,447574,A man wearing a white shirt and neck tie.
358451,785884,Up close shot of a man brushing his teeth
1332,684290,A person sitting on a horse on top of a grassy hill. 
410109,438702,a picture of mao zedong on a white wall near some clay jars
159250,603612,Zebra crossing is common in this area at all times of the day.
472065,491457,A group of blue and red trucks parked in a  parking lot.
407220,323412,Horse statue placed on a huge red chair.
251454,76780,Two women standing in front of a small propeller plane.
440614,346878,A woman with a plate of food that includes soup and a sandwich.
271590,681589,A plate of food with a pizza on it.
50405,681674,"A room with a stool, a chair and a picture on the wall. "
502838,501791,a child in a booster seat with a cake
200311,23596,Square white plate with three glazed donuts. 
25548,598417,A small child in a baseball uniform prepares to throw the ball.
361896,275826,"A train with smoke coming out, running along a track"
140291,758206,Manning green shirt and blue shorts throwing a frisbee. 
56330,553142,some horses eating grass in a wide open field 
504550,46816,A large black bear laying down in a forest next to a tall tree.
95241,191708,A man holds a slice of pizza from a pizza pie that is on a silver tray.
250196,193367,"There is a bathroom with a shower, sink, and two toilets."
5564,685043,Two dead birds that are on the street.
110480,320738,A person sitting on the surfboard in the ocean. 
57178,635720,A man in a lifejacket holds a silver bowl of bananas and a wooden cutout.
467091,595928,A white and blue bus driving down a city street.
405612,393182,A group people who snowboarding in the snow together.
176571,809703,Several people holding umbrellas walking down a sidewalk.
20528,604266,a kitchen with a stove and pots near a counter 
519942,602000,A woman on skis on a slope with a plane flying by in the background.
69562,617454,a little cat laying  next to a bowl 
314164,598023,A group of men riding wind sails across a lake.
436333,588316,"Two little girls in  a room with other people, holding shopping bags and stuffed animals."
86512,490547,A group of people standing around on top of field.
261479,543130,A man aims a remote at a television screen
384030,615277,A school of music in the midst of a city
488316,805574,A bird with a long beak wades in algae-covered water.
71601,183375,A hotdog with peppers and cheese on top.
39181,234445,a tile bathroom with a toilet and some buckets
551515,647970,An airplane flies low to the ground dispensing smoke. 
503959,199923,A baby being swaddled is laying next to a swaddled teddy bear.
426179,197065,Two bratwurst sandwiches and some french fries are shown on a table ready to be eaten
347319,88131,A long dock area full of small boats.
546586,576377,The people are surfing the waves with each other
146047,675730,A small bowl holds many apples on the table
116755,821111,Someone standing barefoot on a wooden skateboard with a cartoon design.
474720,665561,a couple of boats sit on a body of water 
309260,186635,Two young boys eating pizza in a restaurant
258725,824184,A person holds a donut in a clear plastic wrapper.
79106,196594,A row of various signs on wooden posts for houses and condos.
461820,816715,A little girl with a blender top in her mouth.
327849,717999,The hat is displayed on a special platform.
257498,14020,A little boy is carrying a ball in their hands.
499516,666532,Group of birds sitting close together on top of a branch. 
374106,607792,A white room with some counters on it. 
518357,401610,A stainless steel range with a floral kitchen towel hanging from the oven door.
333494,498554,The zebra is standing all alone by the building. 
2470,261049,A man riding a snowboard down a snow covered slope.
254779,614779,Someone is holding up a pair of pliers near a toilet.
113898,182856,a box of pizza and three other trays with sauce and other food
463432,191731,A delectable piece of pie which could melt in your mouth.
118734,495486,A very tall clock tower with a minty roof.
522173,210503,The woman is walking down the road beside the cars with her umbrella.
523433,345860,A sink and a stove in a kitchen.
214057,346065,Open toilet in an oddly designed white bathroom.
261064,550296,a pancake topped with a sliced banana and syrup
283451,800694,A little boy holds a small dog while he sits on a bench
199913,709308,A white plate topped with two pieces of food.
557944,398247,A baseball player swinging at the ball with catcher and umpire behind him.
201069,136764,A small cart parked in front of a white and blue fire hydrant.
298360,439609,A boy standing in a field with a dog and cows. 
402082,455488,A large elephant next to a wire fence.
413999,186664,A truck parked on the street with a man getting out
69309,297389,A bowl of rice and green peas next to some bread.
39000,492732,A bird bath filled with water and birds.
292533,596967,Many different vegetables are on a kitchen counter.
221899,557359,A statue of a black horse stands out against the snow. 
516823,525420,Picture of a red fire hydrant in front of several trees that have been rolled with toilet paper
244894,552052,A large group of people sitting in a living room playing a Wii game.
673,505809,Many surfboards laying in the sand at the beach.
239930,560806,a man carving the turkey for thanksgiving dinner
229105,18895,"A man walking a dog, stopping for a woman to pet him."
35382,447488,a motorcycle is parked with people sitting in chairs behind it
265663,541368,A bird pecks an open peach on a tree limb.
543697,558165,The skate boarder is riding the skateboard down a slope. 
329380,113847,A man photographing zebras from the car window
493939,275486,An old style bath tub in a very small bath room.
559780,660331,"A pizza on a plate, a salad on a plate, and a half full wine bottle, on wooden surface."
521222,309341,An alarm clock is next to a remote control.
537790,16744,Train stopped in the middle of train track intersection.
107900,532077,a man in a suit standing by some plants outdoors 
44385,254067,a woman in a white top is playing tennis on a court
178152,673260,a bowl of chile some chicken and a drink
573553,710100,A couple of white couches sitting around a table.
347663,525901,A man skates through a course at a park..
376479,68545,People mill and gather about a vintage military airplane.
394393,489796,A young man riding a skateboard down the side of a ramp.
81944,749452,Assorted dishes and utensils on a table with a glass of orange juice and a bread basket.
420308,392308,There is a girl that is riding in a carriage with a horse
42089,3869,A man standing on a paddle board in large body of water.
287310,590898,A man bites into his food on top of a bagel.
510998,87901,A sun umbrella on a shady and sandy beach
409678,733961,A counter is full of platters with different pizzas.
499061,654732,A cute small boy sitting at a table with some food.
152505,549417,a photo of a dog pulling three girls on skis.
488261,4602,A female tennis player playing a game of tennis.
112584,525323,a icebox that has a bunch of cans in side it
343799,34702,An old man blowing out his birthday candles. 
422117,230943,A baby in a high chair at a table.
532711,653860,Two people in a restaurant near a plate of food.
203248,87724,A creepy furry demon monkey toy sitting next to an open laptop computer.
205114,52929,Airplane takes off over a mural of monkey's on a building.
73189,392139,The street lights reflect off of the wet street at night.
38552,33471,A group of sheep are shown under a tree.
278763,266620,"Three giraffes, three zebras and other animals in a large building."
131315,345528,Two people hold wine glasses at a restaurant. 
404983,305469,A stop sign is on a street on a snowy day.
28690,148331,A couple of zebras inside of a display at the zoo.
83148,412926,A zebra standing in an enclosure behind a metal fence.
493459,776056,A brown bear stands in some grass alongside a road. 
241797,44323,Small truck sitting in front of a doorway beside a building. 
78112,160838,a polar bear with a bone in its mouth walking on rock formations
8920,93454,A bridge runs across a river that flows through a city.
439758,406849,"A desk that has a laptop, computer monitor, and a cup on it."
329817,560549,A group of men are playing soccer on a field.
50954,66744,Apples are peeled and sitting on a cutting board with the knives used.
84896,810218,A woman standing by a pile of luggage on a street.
83770,326966,There is a taxing rolling through a wet street
552244,307394,A statue of a warrior in mosaic tiling.
549168,36959,A plate with a cheese burger and fries sitting on a table.
220453,86085,Blue and white vase sitting in front of a red wall. 
50735,722881,View from above of a airplane bathroom with stainless steel vanity and sink.
477301,795060,The cow with long horns is standing on the sidewalk near a building.
451240,685575,A lady with a tray that has three plates of food on it.
359099,655780,A man on skis is skiing down a slope on a mountain.
226748,440592,Two people are playing Frisbee while another lady looks on. 
230702,360842,Two zebras grazing with rocks and the desert in the background.
408660,207702,A large black bear walking past a wooden bench.
416387,18418,A hospital room wall shows medical equipment a lamp.
425540,704681,A beach side highway filled with lots of traffic.
75065,536586,a couple of cows walking beside a brick wall
41959,542129,"A giraffe feeding at a zoo, with two people handing them food."
506653,478652,A dock on the river has little boats you can rent for the day.
12567,235617,A side mirror of a car with a bus reflected in it
420375,462400,A cat that is sitting on a laptop.
335866,399715,A hard of long horn cattle grazing on a dry prarie
310759,297916,A bearded man wearing a tie with crosses on it.
42748,713846,A bag that is sitting on a bed.
315827,539865,A white bus driving down a street next to the side of a road.
486899,326085,A large group of people sitting in some chairs.
355987,751704,A group of cars are on display at a social event.
401515,26409,A man sitting in a bright room with a computer.
363075,172302,"A wedding couple is sitting on a green bench by water, kissing."
260929,693255,There is a long line of urinals on the wall.
541147,90175,Sectional sofa sitting in front of a fireplace.
574947,578519,Four adult giraffe are standing outside of a doorway.
569718,655814,A giraffe standing upright in the wild watching for danger.
264244,217969,Man laying on top of bed in green towel working on laptop. 
468280,191533,Sheep milling around and being sociable with each other in the hay.
504284,209555,Couple riding bicycles in the park hold hands
200263,19045,"Two giraffes are in an enclosure, one is leaning over the wall."
205757,647650,A close up of a sandwich and fries on a table.
498639,740421,Some school children are lined up to speak at a microphone.
15016,91566,A picture of the blue sky with a seagull flying in the air.
557660,732778,A large jet flying through a blue cloudy sky.
24002,820159,A person who is holding a dog in her lap.
122908,572185,A navy air plane leaves a trail of smoke in the sky
484639,131209,A woman wearing a straw hat sitting on the front of a boat.
418929,549215,A man picking up a frisbee in a park 
335703,459460,there is only one bench inside of this large park
110209,103303,There is a young girl riding a pony ride
421995,588878,A large Delta jetliner sitting on top of an airport runway.
315568,367092,A young lady reading a paperback book on her bed at night.
406938,70556,Two people riding on a boat on a large body of water.
219313,124654,a few zebra chillin and one is looking back at the camera
159026,591573,Two people flying a red kite in front of a crowd.
302481,206020,A military style helicopter that is in a hangar.
502140,276714,Two surf boards leaning up against a tree at the beach.
96189,499388,A big commercial plane by a terminal in the dark.
503599,24249,Two young men standing on a beach in front of the ocean.
222056,380986,A table topped with a vase filled with purple flowers.
159446,31819,A top view of the city and lights at night.  
525716,417985,Orange and white cat laying in a ball with a mouse on top.
375528,533950,A man working in the kitchen of a commercial restaurant.
152915,60695,a man skiing on the snow next to an orange mesh gate.
478368,519634,Several mini pizzas sitting on a cookie sheet.
174889,28855,A kitchen with a refrigerator and a stove with brown cabinets.
362499,512463,A person is riding a bike in the street
337844,105986,A tiny Lego model of a bench photographed in front of an actual bench 
411700,390839,Two very tasty looking pizzas with toppings near a cutter.
512583,200027,A table has a salad and pizza on it.
254009,276995,A group of giraffes eating on a big green bush.
420019,52969,A small child with mouth open about to bite into a dessert.
86728,211681,A man by the water is holding a drink.
513027,163216,A hot-dog in a bun has too much mustard.
271167,274864,A little girl who is enjoying her bath stands up in the bathtub.
74863,821587,A person with an umbrella standing on a rainy street side.
546568,815249,An orange cat sitting next to a  bike laying on it's side.
147337,703227,A stroller holding three suit cases at an airport.
195850,794825,A female holding a tennis racket jumping up in the air.
558813,405929,The public restroom is clean and ready for customers to use. 
157696,212922,He is smiling as he gets ready to pitch the ball.
576625,778386,A person riding the a wave on a surf board.
314189,823575,Two sheep who are standing on some grass by the street.
425836,465494,An outdoor train station with three visible trains and many people.
313968,142575,A woman who has a cat on her back.
309087,752898,Bottles wrapped in plastic stored in a refrigerator.
5678,518931,"A picture of a large, modern bathroom is seen here."
175015,287090,Two ladies sitting in the back of a car.
116464,377271,A black cow laying on sand with ocean in background.
554642,273897,A blue bench outside of a brick building.
189296,323049,"A boy's baseball team photograph, taken on the diamond."
359029,191920,A group of people sitting on top of a metal bench.
186112,532303,A cat standing up to touch a flat screen TV
106471,220220,A double decker bus with the gay pride flag.
385921,528070,A small dog is laying inside of a piece of luggage.
430889,552289,"A monitor, keyboard and laptop on a desk."
528851,468205,there are several people standing in the kitchen by the table
569989,597452,Examples of food that can be ordered at at restaurant.
284914,509387,A wing flying over a large mountain range.
185830,594807,a man in skies is coming down a hill
171049,210001,A kitchen's grill and oven with accompanying cabinets
217043,19744,Photo and close up detail image of porcelain vase.
520480,81838,There is a 3D image behind the actual image
570440,122539,A baseball pitcher standing while holding the baseball.
320382,710070,The contents of a pantry in a house.
465174,527502,A large white bus parked in front of a few large buildings. 
445427,580830,Two zebras behind a fence in a zoo. 
137377,662706,People are standing beside a wall covered with paper tags.
13176,690128,A man that is looking inside of a refrigerator.
360271,298603,A bunch of women are eating at a table
579713,247365,A woman is flying a kite on a cloudy day
307881,309814,Two young women pose while brushing their teeth.
150537,115264,A little boy eating a bread ball outside.
316194,596323,A big and red bus with many displays for people to watch. 
462124,199946,A young woman skateboards down an empty street.
237510,370622,two zebras with their heads down in their pen
449373,96240,a clock tower made of bricks and stones
304691,728785,A woman standing near a pool with two parrots on her shoulders. 
447224,688613,A young boy holding a catchers mitt trying to catch a ball.
206118,4881,A living room with a stone wall fire place.
455558,608866,A soldier in fatigues carrying some suitcases with another soldier behind him.
170754,263264,A woman standing on the side of a road filled with people walking and on bikes that runs between several buildings.
379535,699394,A home bathroom with two sinks and gold faucets
117400,715640,A little girl standing on top of a tiled floor.
521976,816536,A man hitting a wave on a surf board in a man made wave pool.
17545,330620,A large vase sits on a glass table holding lots of pink roses.
463172,720617,a mostly white bird flying above the water 
570474,595438,a woman is typing on her cellphone at a table
128522,519190,A birthday cake with a dog on it is shown here.
70178,273241,A group of birds flies across the sky.
348074,398455,A farm area with a young girl on a horse and saddle with a person walking next to the horse.
214300,481788,A cheesecake on a plate with a fork 
311524,215712,A group of men riding horses down a small town street.
318501,111997,A group of people on a  ski slope at night together
404753,636172,Flowers in a vase next to picture frames.
73159,129623,A black-and-white photo of a man cooking in the kitchen.
239870,178754,Looking out an airplane window at another plane on the tarmac
490062,678967,Two giraffes standing under a tree in the shade 
389152,18030,A square white bowl holds some fruit salad.
